,Member,Party Name,Constituency
200,"Kishore, Shri Kaushal",Bharatiya Janata Party,Mohanlalganj (SC)(Uttar Pradesh)
201,"Kodikunnil, Shri Suresh",Indian National Congress,Mavelikkara (SC)(Kerala)
202,"Kolhe, Dr. Amol Ramsing",Nationalist Congress Party,Shirur (Maharashtra)
203,"Koli, Smt. Ranjeeta",Bharatiya Janata Party,Bharatpur (SC)(Rajasthan)
204,"Kora, Smt. Geeta",Indian National Congress,Singhbhum (ST)(Jharkhand)
205,"Kotak, Shri Manoj Kishorbhai",Bharatiya Janata Party,Mumbai-North-East (Maharashtra)
206,"Kulaste, Shri Faggan Singh",Bharatiya Janata Party,Mandla (ST)(Madhya Pradesh)
207,"Kumar, Shri Dhanush M",Dravida Munnetra Kazhagam,Tenkasi (SC)(Tamil Nadu)
208,"Kumar, Shri Kaushalendra",Janata Dal (United),Nalanda (Bihar)
209,"Kumar, Shri Narendra",Bharatiya Janata Party,Jhunjhunu (Rajasthan)
210,"Kumar, Shri Santosh",Janata Dal (United),Purnia (Bihar)
211,"Kumar, Shri Sunil",Janata Dal (United),Valmiki Nagar (Bihar)
212,"Kumar, Shri Vijay",Janata Dal (United),Gaya (SC)(Bihar)
213,"Kumar, Dr. Virendra",Bharatiya Janata Party,Tikamgarh (SC)(Madhya Pradesh)
214,"Kumari, Km. Diya",Bharatiya Janata Party,Rajsamand (Rajasthan)
215,"Kundariya, Shri Mohanbhai Kalyanji",Bharatiya Janata Party,Rajkot (Gujarat)
216,"Kunwar, Shri Danish Ali",Bahujan Samaj Party,Amroha (Uttar Pradesh)
217,"Kuriakose, Adv. Dean",Indian National Congress,Idukki (Kerala)
218,"Kushawaha, Shri Ravindra",Bharatiya Janata Party,Salempur (Uttar Pradesh)
219,"Lal, Shri Akshaibar",Bharatiya Janata Party,Bahraich (SC)(Uttar Pradesh)
220,"Lal, Shri Pakauri",Apna Dal,Robertsganj (SC)(Uttar Pradesh)
221,"Lalrosanga, Shri C.",Mizo National Front,Mizoram (ST)(Mizoram)
222,"Lalwani, Shri Shankar",Bharatiya Janata Party,Indore (Madhya Pradesh)
223,"Lavu, Shri Sri Krishna Devarayalu",Yuvajana Sramika Rythu Congress Party,Narasaraopet (Andhra Pradesh)
224,"Lekhi, Smt. Meenakashi",Bharatiya Janata Party,New Delhi (NCT of Delhi)
225,"Lokhande, Shri Sadashiv Kisan",Shiv Sena,Shirdi (SC)(Maharashtra)
226,"Lone, Shri Mohammad Akbar",Jammu and Kashmir National Conference,Baramulla (Jammu and Kashmir)
227,"Maadam, Smt. Poonamben Hematbhai",Bharatiya Janata Party,Jamnagar (Gujarat)
228,"Madhav, Shri Kuruva Gorantla",Yuvajana Sramika Rythu Congress Party,Hindupur (Andhra Pradesh)
229,"Madhavi, Smt. Goddeti",Yuvajana Sramika Rythu Congress Party,Araku (ST)(Andhra Pradesh)
230,"Mahajan, Smt. Poonam Pramod",Bharatiya Janata Party,Mumbai-North-Central (Maharashtra)
231,"Mahant, Smt. Jyotsna Charandas",Indian National Congress,Korba (Chhattisgarh)
232,"Mahaswamiji, Dr. Jaisiddeshwar Shivacharya",Bharatiya Janata Party,Solapur (SC)(Maharashtra)
233,"Mahato, Shri Bidyut Baran",Bharatiya Janata Party,Jamshedpur (Jharkhand)
234,"Mahato, Shri Jyotirmay Singh",Bharatiya Janata Party,Purulia (West Bengal)
235,"Mahtab, Shri Bhartruhari",Biju Janata Dal,Cuttack (Odisha)
236,"Majhi, Shri Ramesh Chandra",Biju Janata Dal,Nabarangpur (ST)(Odisha)
237,"Majumdar, Dr. Sukanta",Bharatiya Janata Party,Balurghat (West Bengal)
238,"Mal, Shri Asit Kumar",All India Trinamool Congress,Bolpur (SC)(West Bengal)
239,"Mallah, Shri Kripanath",Bharatiya Janata Party,Karimganj (SC)(Assam)
240,"Mallick, Dr. Rajashree",Biju Janata Dal,Jagatsinghpur (SC)(Odisha)
241,"Maloth, Smt. Kavitha",Telangana Rashtra Samithi,Mahabubabad (ST)(Telangana)
242,"Mandal, Shri Ajay Kumar",Janata Dal (United),Bhagalpur (Bihar)
243,"Mandal, Smt. Manjulata",Biju Janata Dal,Bhadrak (SC)(Odisha)
244,"Mandal, Shri Ramprit",Janata Dal (United),Jhanjharpur (Bihar)
245,"Mandavi, Shri Mohan",Bharatiya Janata Party,Kanker (ST)(Chhattisgarh)
246,"Mandlik, Prof. Sanjay Sadashivrao",Shiv Sena,Kolhapur (Maharashtra)
247,"Mane, Shri Dhairyasheel S.",Shiv Sena,Hatkanangle (Maharashtra)
248,"Mann, Shri Bhagwant",Aam Aadmi Party,Sangrur (Punjab)
249,"Manne, Shri Srinivas Reddy",Telangana Rashtra Samithi,Mahabubnagar (Telangana)
250,"Maran, Thiru Dayanidhi",Dravida Munnetra Kazhagam,Chennai Central (Tamil Nadu)
251,"Margani, Shri Bharat Ram",Yuvajana Sramika Rythu Congress Party,Rajahmundry (Andhra Pradesh)
252,"Masoodi, Shri Hasnain",Jammu and Kashmir National Conference,Anantnag (Jammu and Kashmir)
253,"Maurya, Dr. Sanghamitra",Bharatiya Janata Party,Badaun (Uttar Pradesh)
254,"Meena, Shri Arjunlal",Bharatiya Janata Party,Udaipur (ST)(Rajasthan)
255,"Meena, Smt. Jaskaur",Bharatiya Janata Party,Dausa (ST)(Rajasthan)
256,"Meghwal, Shri Arjun Ram",Bharatiya Janata Party,Bikaner (SC)(Rajasthan)
257,"Mendhe, Shri Sunil Baburao",Bharatiya Janata Party,Bhandara-Gondiya (Maharashtra)
258,"Mishra, Shri Janardan",Bharatiya Janata Party,Rewa (Madhya Pradesh)
259,"Misra, Shri Ajay (Teni)",Bharatiya Janata Party,Kheri (Uttar Pradesh)
260,"Misra, Shri Pinaki",Biju Janata Dal,Puri (Odisha)
261,"Modi, Shri Narendra Damodardas",Bharatiya Janata Party,Varanasi (Uttar Pradesh)
262,"Mohammed, Shri Faizal P.P.",Nationalist Congress Party,Lakshadweep (ST)(Lakshadweep)
263,"Mohan, Shri P. C.",Bharatiya Janata Party,Bangalore Central (Karnataka)
264,"Mohanty, Shri Anubhav",Biju Janata Dal,Kendrapara (Odisha)
265,"Moitra, Smt. Mahua",All India Trinamool Congress,Krishnanagar (West Bengal)
266,"Mondal, Smt. Pratima",All India Trinamool Congress,Jaynagar (SC)(West Bengal)
267,"Mondal, Shri Sunil Kumar",All India Trinamool Congress,Bardhaman Purba (SC)(West Bengal)
268,"Munda, Shri Arjun",Bharatiya Janata Party,Khunti (ST)(Jharkhand)
269,"Munde, Dr. Pritam Gopinath Rao",Bharatiya Janata Party,Beed (Maharashtra)
270,"Muniswamy, Shri S.",Bharatiya Janata Party,Kolar (SC)(Karnataka)
271,"Munjpara, Dr. Mahendrabhai Kalubhai",Bharatiya Janata Party,Surendranagar (Gujarat)
272,"Muraleedharan, Shri K.",Indian National Congress,Vadakara (Kerala)
273,"Murmu, Ms. Chandrani",Biju Janata Dal,Keonjhar (ST)(Odisha)
274,"Murmu, Shri Khagen",Bharatiya Janata Party,Maldaha Uttar (West Bengal)
275,"Nagar, Shri Malook",Bahujan Samaj Party,Bijnor (Uttar Pradesh)
276,"Nagar, Shri Rodmal",Bharatiya Janata Party,Rajgarh (Madhya Pradesh)
277,"Naik, Shri Raja Amareshwara",Bharatiya Janata Party,Raichur (ST)(Karnataka)
278,"Naik, Shri Shripad Yesso",Bharatiya Janata Party,North Goa (Goa)
279,"Naik Nimbalkar, Shri Ranjeetsingh",Bharatiya Janata Party,Madha (Maharashtra)
280,"Nallakonda Gari, Shri Reddeppa",Yuvajana Sramika Rythu Congress Party,Chittoor (SC)(Andhra Pradesh)
281,"Namgyal, Shri Jamyang Tsering",Bharatiya Janata Party,Ladakh (Jammu and Kashmir)
282,"Natarajan, Shri P.R.",Communist Party of India (Marxist),Coimbatore (Tamil Nadu)
283,"Nath, Shri Balak",Bharatiya Janata Party,Alwar (Rajasthan)
284,"Nath, Shri Nakul K.",Indian National Congress,Chhindwara (Madhya Pradesh)
285,"Nete, Shri Ashok Mahadeorao",Bharatiya Janata Party,Gadchiroli-Chimur (ST)(Maharashtra)
286,"Nishad, Shri Ajay",Bharatiya Janata Party,Muzaffarpur (Bihar)
287,"Nishad, Shri Praveen Kumar",Bharatiya Janata Party,Sant Kabir Nagar (Uttar Pradesh)
288,"Nishank, Dr. Ramesh Pokhriyal",Bharatiya Janata Party,Hardwar (Uttarakhand)
289,"Oja, Smt. Queen",Bharatiya Janata Party,Gauhati (Assam)
290,"Oram, Shri Jual",Bharatiya Janata Party,Sundargarh (ST)(Odisha)
291,"Owaisi, Shri Asaduddin",All India Majlis-E-Ittehadul Muslimeen,Hyderabad (Telangana)
292,"Paarivendhar, Dr. T. R.",Dravida Munnetra Kazhagam,Perambalur (Tamil Nadu)
293,"Pachauri, Shri Satyadev",Bharatiya Janata Party,Kanpur (Uttar Pradesh)
294,"Pal , Shri Jagdambika",Bharatiya Janata Party,Domariyaganj (Uttar Pradesh)
295,"Pala, Shri Vincent H.",Indian National Congress,Shillong (ST)(Meghalaya)
296,"Palanimanickam, Shri S.S.",Dravida Munnetra Kazhagam,Thanjavur (Tamil Nadu)
297,"Panda, Shri Basanta Kumar",Bharatiya Janata Party,Kalahandi (Odisha)
298,"Pandey, Dr. Mahendra Nath",Bharatiya Janata Party,Chandauli (Uttar Pradesh)
299,"Pandey, Shri Ritesh",Bahujan Samaj Party,Ambedkar Nagar (Uttar Pradesh)
300,"Pandey, Shri Santosh",Bharatiya Janata Party,Rajnandgaon (Chhattisgarh)
301,"Paras, Shri Pashupati Kumar",Lok Jan Shakti Party,Hajipur (SC)(Bihar)
302,"Parkash, Shri Som",Bharatiya Janata Party,Hoshiarpur (SC)(Punjab)
303,"Parthiban, Shri S.R.",Dravida Munnetra Kazhagam,Salem (Tamil Nadu)
304,"Pasunoori, Shri Dayakar",Telangana Rashtra Samithi,Warangal (SC)(Telangana)
305,"Paswan, Shri Chhedi",Bharatiya Janata Party,Sasaram (SC)(Bihar)
306,"Paswan, Shri Chirag",Lok Jan Shakti Party,Jamui (SC)(Bihar)
307,"Paswan, Shri Kamlesh",Bharatiya Janata Party,Bansgaon (SC)(Uttar Pradesh)
308,"Patel, Smt. Anupriya",Apna Dal,Mirzapur (Uttar Pradesh)
309,"Patel, Shri Devji Mansingram",Bharatiya Janata Party,Jalore (Rajasthan)
310,"Patel, Shri Gajendra Singh",Bharatiya Janata Party,Khargone (ST)(Madhya Pradesh)
311,"Patel, Shri Hasmukhbhai Somabhai",Bharatiya Janata Party,Ahmedabad East (Gujarat)
312,"Patel, Dr. K. C.",Bharatiya Janata Party,Valsad (ST)(Gujarat)
313,"Patel, Smt. Keshari Devi",Bharatiya Janata Party,Phulpur (Uttar Pradesh)
314,"Patel, Shri Lalubhai Babubhai",Bharatiya Janata Party,Daman and Diu (Daman and Diu)
315,"Patel, Shri Mitesh Rameshbhai",Bharatiya Janata Party,Anand (Gujarat)
316,"Patel, Shri Parbatbhai Savabhai",Bharatiya Janata Party,Banaskantha (Gujarat)
317,"Patel, Shri Prahlad Singh",Bharatiya Janata Party,Damoh (Madhya Pradesh)
318,"Patel, Shri R.K. Singh",Bharatiya Janata Party,Banda (Uttar Pradesh)
319,"Patel, Smt. Sharda Anilkumar",Bharatiya Janata Party,Mahesana (Gujarat)
320,"Pathak, Smt. Riti",Bharatiya Janata Party,Sidhi (Madhya Pradesh)
321,"Pathak, Shri Subrat",Bharatiya Janata Party,Kannauj (Uttar Pradesh)
322,"Patil, Shri Bheemrao Baswanthrao",Telangana Rashtra Samithi,Zahirabad (Telangana)
323,"Patil, Shri C. R.",Bharatiya Janata Party,Navsari (Gujarat)
324,"Patil, Shri Hemant Shriram",Shiv Sena,Hingoli (Maharashtra)
325,"Patil, Shri Kapil Moreshwar",Bharatiya Janata Party,Bhiwandi (Maharashtra)
326,"Patil, Shri Sanjay(Kaka) Ramchandra",Bharatiya Janata Party,Sangli (Maharashtra)
327,"Patil, Shri Shriniwas Dadasaheb",Nationalist Congress Party,Satara (Maharashtra)
328,"Patil, Shri Unmesh Bhaiyyasaheb",Bharatiya Janata Party,Jalgaon (Maharashtra)
329,"Pawar, Dr. Bharati Pravin",Bharatiya Janata Party,Dindori (ST)(Maharashtra)
330,"Pfoze, Dr. Lorho S.",Naga Peoples Front,Outer Manipur (ST)(Manipur)
331,"Poddar, Smt. Aparupa",All India Trinamool Congress,Arambagh (SC)(West Bengal)
332,"Pon, Dr. Gautham Sigamani",Dravida Munnetra Kazhagam,Kallakurichi (Tamil Nadu)
333,"Pothuganti, Shri Ramulu",Telangana Rashtra Samithi,Nagarkurnool (SC)(Telangana)
334,"Prakash, Adv. Adoor",Indian National Congress,Attingal (Kerala)
335,"Pramanik, Shri Nisith",Bharatiya Janata Party,Coochbehar (SC)(West Bengal)
336,"Prasad, Shri Chandeshwar",Janata Dal (United),Jahanabad (Bihar)
337,"Prasad, Shri Ravi Shankar",Bharatiya Janata Party,Patna Sahib (Bihar)
338,"Prasad, Shri V. Sreenivasa",Bharatiya Janata Party,Chamrajanagar (SC)(Karnataka)
339,"Pratap Chandra Sarangi, Shri",Bharatiya Janata Party,Balasore (Odisha)
340,"Prathapan, Shri T.N.",Indian National Congress,Thrissur (Kerala)
341,"Premachandran, Shri N.K.",Revolutionary Socialist Party,Kollam (Kerala)
342,"Prince Raj, Shri",Lok Jan Shakti Party,Samastipur (SC)(Bihar)
343,"Pujari, Shri Suresh Kumar",Bharatiya Janata Party,Bargarh (Odisha)
344,"Raghavan, Shri M. K.",Indian National Congress,Kozhikode (Kerala)
345,"Raghavendra, Shri B. Y.",Bharatiya Janata Party,Shimoga (Karnataka)
346,"Rahaman, Shri Khalilur",All India Trinamool Congress,Jangipur (West Bengal)
347,"Rai, Shri Nityanand",Bharatiya Janata Party,Ujiarpur (Bihar)
348,"Rajenimbalkar, Shri Omprakash Bhupalsingh alias Pavan",Shiv Sena,Osmanabad (Maharashtra)
349,"Rajkumar, Dr. Ranjan Singh",Bharatiya Janata Party,Inner Manipur (Manipur)
350,"Rajoria, Dr. Manoj",Bharatiya Janata Party,Karauli-Dholpur (SC)(Rajasthan)
351,"Rajput, Shri Mukesh",Bharatiya Janata Party,Farrukhabad (Uttar Pradesh)
352,"Ram, Shri Vishnu Dayal",Bharatiya Janata Party,Palamu (SC)(Jharkhand)
353,"Ram Mohan Naidu, Shri Kinjarapu",Telugu Desam Party,Srikakulam (Andhra Pradesh)
354,"Ramalingam, Shri S.",Dravida Munnetra Kazhagam,Mayiladuthurai (Tamil Nadu)
355,"Ramesh, Shri T.R.V.S.",Dravida Munnetra Kazhagam,Cuddalore (Tamil Nadu)
356,"Rana, Smt Navneet Ravi",Independent,Amravati (SC)(Maharashtra)
357,"Rangaiah, Shri Talari",Yuvajana Sramika Rythu Congress Party,Anantapur (Andhra Pradesh)
358,"Rao, Shri Nama Nageswara",Telangana Rashtra Samithi,Khammam (Telangana)
359,"Rao, Shri Soyam Bapu",Bharatiya Janata Party,Adilabad (ST)(Telangana)
360,"Rao, Inderjit Singh",Bharatiya Janata Party,Gurgaon (Haryana)
361,"Rathod, Shri Dipsinh Shankarsinh",Bharatiya Janata Party,Sabarkantha (Gujarat)
362,"Rathod, Shri Ratansinh Magansinh",Bharatiya Janata Party,Panchmahal (Gujarat)
363,"Rathore, Col. Rajyavardhan Singh",Bharatiya Janata Party,Jaipur Rural (Rajasthan)
364,"Rathva, Smt. Gitaben Vajesingbhai",Bharatiya Janata Party,Chhota Udaipur (ST)(Gujarat)
365,"Raut, Shri Vinayak Bhaurao",Shiv Sena,Ratnagiri-Sindhudurg (Maharashtra)
366,"Ravikumar, Dr. D.",Dravida Munnetra Kazhagam,Viluppuram (SC)(Tamil Nadu)
367,"Ravindhranath, Shri P.",All India Anna Dravida Munnetra Kazhagam,Theni (Tamil Nadu)
368,"Rawat, Shri Ashok Kumar",Bharatiya Janata Party,Misrikh (SC)(Uttar Pradesh)
369,"Rawat, Shri Tirath Singh",Bharatiya Janata Party,Garhwal (Uttarakhand)
370,"Rawat, Shri Upendra Singh",Bharatiya Janata Party,Barabanki (SC)(Uttar Pradesh)
371,"Ray, Smt. Sandhya",Bharatiya Janata Party,Bhind (SC)(Madhya Pradesh)
372,"Ray, Prof. Sougata",All India Trinamool Congress,Dum Dum (West Bengal)
373,"Reddy, Shri Adala Prabhakara",Yuvajana Sramika Rythu Congress Party,Nellore (Andhra Pradesh)
374,"Reddy, Shri Anumula Revanth",Indian National Congress,Malkajgiri (Telangana)
375,"Reddy, Dr. Gaddam Ranjith",Telangana Rashtra Samithi,Chevella (Telangana)
376,"Reddy, Shri Komati Reddy Venkat",Indian National Congress,Bhongir (Telangana)
377,"Reddy, Shri Kotha Prabhakar",Telangana Rashtra Samithi,Medak (Telangana)
378,"Reddy, Shri Magunta Sreenivasulu",Yuvajana Sramika Rythu Congress Party,Ongole (Andhra Pradesh)
379,"Reddy, Shri P.V. Midhun",Yuvajana Sramika Rythu Congress Party,Rajampet (Andhra Pradesh)
380,"Reddy, Shri Pocha Brahmananda",Yuvajana Sramika Rythu Congress Party,Nandyal (Andhra Pradesh)
381,"Reddy, Shri Uttam Kumar Nalamada",Indian National Congress,Nalgonda (Telangana)
382,"Reddy, Shri Y. S. Avinash",Yuvajana Sramika Rythu Congress Party,kadapa (Andhra Pradesh)
383,"Rehman, Shri Haji Fazlur",Bahujan Samaj Party,Saharanpur (Uttar Pradesh)
384,"Revanna, Shri Prajwal",Janata Dal (Secular),Hassan (Karnataka)
385,"Rijiju, Shri Kiren",Bharatiya Janata Party,Arunachal West (Arunachal Pradesh)
386,"Roy, Dr. Jayanta Kumar",Bharatiya Janata Party,Jalpaiguri (SC)(West Bengal)
387,"Roy, Smt. Mala",All India Trinamool Congress,Kolkata Dakshin (West Bengal)
388,"Roy, Dr. Rajdeep",Bharatiya Janata Party,Silchar (Assam)
389,"Roy (Banerjee), Smt. Satabdi",All India Trinamool Congress,Birbhum (West Bengal)
390,"Rudy, Shri Rajiv Pratap",Bharatiya Janata Party,Saran (Bihar)
391,"Ruhi, Smt. Nusrat Jahan",All India Trinamool Congress,Basirhat (West Bengal)
392,"Sadique, Mohammad",Indian National Congress,Faridkot (SC)(Punjab)
393,"Sagar, Shri Arun Kumar",Bharatiya Janata Party,Shahjahanpur (SC)(Uttar Pradesh)
394,"Sahoo, Shri Mahesh",Biju Janata Dal,Dhenkanal (Odisha)
395,"Sahu, Shri Chandra Sekhar",Biju Janata Dal,Berhampur (Odisha)
396,"Sahu, Shri Chunni Lal",Bharatiya Janata Party,Mahasamund (Chhattisgarh)
397,"Sai, Smt. Gomati",Bharatiya Janata Party,Raigarh (ST)(Chhattisgarh)
398,"Samadani, Shri Abdussamad",Indian Union Muslim League,Malappuram (Kerala)
399,"Samanta, Shri Achyutananda",Biju Janata Dal,Kandhamal (Odisha)
400,"Sangma, Smt. Agatha K.",National People's Party,Tura (ST)(Meghalaya)
401,"Sao, Shri Arun",Bharatiya Janata Party,Bilaspur (Chhattisgarh)
402,"Sarangi, Smt. Aparajita",Bharatiya Janata Party,Bhubaneswar (Odisha)
403,"Sarania, Shri Naba (Hira) Kumar",Independent,Kokrajhar (ST)(Assam)
404,"Saraswati, Shri Sumedhanand",Bharatiya Janata Party,Sikar (Rajasthan)
405,"Sardinha, Shri Francisco Cosme",Indian National Congress,South Goa (Goa)
406,"Sarkar, Shri Jagannath",Bharatiya Janata Party,Ranaghat (SC)(West Bengal)
407,"Sarkar, Dr. Subhas",Bharatiya Janata Party,Bankura (West Bengal)
408,"Satyanarayana, Shri M V V",Yuvajana Sramika Rythu Congress Party,Visakhapatnam (Andhra Pradesh)
409,"Saumitra, Shri Khan",Bharatiya Janata Party,Bishnupur (SC)(West Bengal)
410,"Sawant, Shri Arvind Ganpat",Shiv Sena,Mumbai-South (Maharashtra)
411,"Selvam, Shri Ganesan",Dravida Munnetra Kazhagam,Kancheepuram (SC)(Tamil Nadu)
412,"Selvaraj, Shri Muniyan",Communist Party of India,Nagapattinam (SC)(Tamil Nadu)
413,"Sen, Dr. Jadon Chandra",Bharatiya Janata Party,Firozabad (Uttar Pradesh)
414,"Seth, Shri Sanjay",Bharatiya Janata Party,Ranchi (Jharkhand)
415,"Sethi, Smt. Sarmistha Kumari",Biju Janata Dal,Jajpur (SC)(Odisha)
416,"Shah, Shri Amit Anil Chandra",Bharatiya Janata Party,Gandhinagar (Gujarat)
417,"Shah, Smt. Mala Rajya Laxmi",Bharatiya Janata Party,Tehri Garhwal (Uttarakhand)
418,"Sharma, Shri Anurag",Bharatiya Janata Party,Jhansi (Uttar Pradesh)
419,"Sharma, Dr. Arvind Kumar",Bharatiya Janata Party,Rohtak (Haryana)
420,"Sharma, Shri Jugal Kishore",Bharatiya Janata Party,Jammu (Jammu and Kashmir)
421,"Sharma, Shri Kuldeep Rai",Indian National Congress,Andaman and Nicobar Islands (Andaman and Nicobar Islands)
422,"Sharma, Dr. Mahesh",Bharatiya Janata Party,Gautam Buddha Nagar (Uttar Pradesh)
423,"Sharma, Shri Vishnu Datt",Bharatiya Janata Party,Khajuraho (Madhya Pradesh)
424,"Shejwalkar, Shri Vivek Narayan",Bharatiya Janata Party,Gwalior (Madhya Pradesh)
425,"Shekhawat, Shri Gajendra Singh",Bharatiya Janata Party,Jodhpur (Rajasthan)
426,"Shetty, Shri Gopal Chinayya",Bharatiya Janata Party,Mumbai-North (Maharashtra)
427,"Shewale, Shri Rahul Ramesh",Shiv Sena,Mumbai South-Central (Maharashtra)
428,"Shinde, Dr. Shrikant Eknath",Shiv Sena,Kalyan (Maharashtra)
429,"Shiyal, Dr. Bharatiben Dhirubhai",Bharatiya Janata Party,Bhavnagar (Gujarat)
430,"Shrangare, Shri Sudhakar Tukaram",Bharatiya Janata Party,Latur (SC)(Maharashtra)
431,"Shukla, Shri Ravi Kishan",Bharatiya Janata Party,Gorakhpur (Uttar Pradesh)
432,"Siddeshwara, Shri Gowdar Mallikarjunappa",Bharatiya Janata Party,Davanagere (Karnataka)
433,"Sigriwal, Shri Janardan Singh",Bharatiya Janata Party,Maharajganj (Bihar)
434,"Simha, Shri Prathap",Bharatiya Janata Party,Mysore (Karnataka)
435,"Singari, Dr. Sanjeev Kumar",Yuvajana Sramika Rythu Congress Party,Kurnool (Andhra Pradesh)
436,"Singh, Dr. Amar",Indian National Congress,Fatehgarh Sahib (SC)(Punjab)
437,"Singh, Shri Arjun",Bharatiya Janata Party,Barrackpur (West Bengal)
438,"Singh, Shri Atul Kumar",Bahujan Samaj Party,Ghosi (Uttar Pradesh)
439,"Singh, Shri Bhola",Bharatiya Janata Party,Bulandshahr (SC)(Uttar Pradesh)
440,"Singh, Shri Brijbhushan Sharan",Bharatiya Janata Party,Kaiserganj (Uttar Pradesh)
441,"Singh, Shri Brijendra",Bharatiya Janata Party,Hisar (Haryana)
442,"Singh, Shri Chandan",Lok Jan Shakti Party,Nawada (Bihar)
443,"Singh, Shri Devendra (Alias) Bhole Singh",Bharatiya Janata Party,Akbarpur (Uttar Pradesh)
444,"Singh, Shri Dushyant",Bharatiya Janata Party,Jhalawar-Baran (Rajasthan)
445,"Singh, Shri Ganesh",Bharatiya Janata Party,Satna (Madhya Pradesh)
446,"Singh, Shri Giriraj",Bharatiya Janata Party,Begusarai (Bihar)
447,"Singh, Smt. Himadri",Bharatiya Janata Party,Shahdol (ST)(Madhya Pradesh)
